Station Name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,2122 Entries and exits,NLC,TLC,Region
Abbey Wood,"776,912","1,203,534","658,010","2,638,456",5131,ABW,London
Aber,"53,328","2,286","18,028","73,642",3813,ABE,Wales
Abercynon,"82,314","2,788","20,720","105,822",3801,ACY,Wales
Aberdare,"127,684","7,746","41,920","177,350",3982,ABA,Wales
Aberdeen,"377,336","1,068,760","90,624","1,536,720",8976,ABD,Scotland
Aberdour,"20,356","39,162","3,472","62,990",9090,AUR,Scotland
Aberdovey,"16,912","5,974",0,"22,886",4435,AVY,Wales
Abererch,298,98,0,396,4440,ABH,Wales
Abergavenny,"139,604","85,586","58,754","283,944",3602,AGV,Wales
Aberystwyth,"76,598","93,646","1,018","171,262",4303,AYW,Wales
Accrington,"97,800","241,050","46,754","385,604",2552,ACR,North West
Achanalt,284,58,0,342,8600,AAT,Scotland
Achnasheen,"1,332","1,016",72,"2,420",8601,ACN,Scotland
Achnashellach,432,218,0,650,8602,ACH,Scotland
Acklington,282,42,0,324,7662,ACK,North East
Acle,"11,974","18,924","2,744","33,642",7286,ACL,East of England
Acocks Green,"85,500","119,802","66,252","271,554",4529,ACG,West Midlands
Acton Central,"441,388","690,174","201,228","1,332,790",1404,ACC,London
Acton Main Line,"101,384","178,524","41,168","321,076",3000,AML,London
Adderley Park,"35,450","24,926","13,880","74,256",1036,ADD,West Midlands
Addiewell,"4,708","5,194","1,324","11,226",9310,ADW,Scotland
Addlestone,"92,242","95,590","51,358","239,190",5550,ASN,South East
Adisham,"5,844","8,336","5,284","19,464",5160,ADM,South East
Adlington (Cheshire),"8,156","7,294","1,834","17,284",2939,ADC,North West
Adlington (Lancashire),"24,450","43,640","12,724","80,814",2641,ADL,North West
Adwick,"43,592","47,100","18,312","109,004",8353,AWK,Yorkshire and The Humber
Aigburth,"116,090","248,362","119,036","483,488",2255,AIG,North West
Ainsdale,"164,300","466,724","137,004","768,028",2350,ANS,North West
Aintree,"148,034","395,156","182,718","725,908",2125,AIN,North West
Airbles,"19,340","33,486","11,342","64,168",9695,AIR,Scotland
Airdrie,"137,322","261,222","78,118","476,662",9759,ADR,Scotland
Albany Park,"203,242","222,032","84,352","509,626",5132,AYP,London
Albrighton,"20,582","25,460","10,036","56,078",4614,ALB,West Midlands
Alderley Edge,"92,752","69,996","34,268","197,016",2760,ALD,North West
Aldermaston,"9,344","25,630","10,030","45,004",3145,AMT,South East
Aldershot,"263,806","469,698","154,868","888,372",5623,AHT,South East
Aldrington,"38,620","62,764","21,256","122,640",5280,AGT,South East
Alexandra Palace,"324,556","522,604","122,212","969,372",6025,AAP,London
Alexandra Parade,"55,440","131,434","12,868","199,742",9905,AXP,Scotland
Alexandria,"31,632","55,458","24,344","111,434",9861,ALX,Scotland
Alfreton,"77,120","156,800","11,990","245,910",1805,ALF,East Midlands
Alloa,"62,136","174,852","22,006","258,994",9883,ALO,Scotland
Alness,"11,952","2,248","1,610","15,810",8605,ASS,Scotland
Alnmouth,"25,766","251,064","9,052","285,882",7787,ALM,North East
Alsager,"53,286","19,756","4,142","77,184",1223,ASG,North West
Althorpe,"1,638","2,088",762,"4,488",6532,ALP,Yorkshire and The Humber
Altnabreac,208,22,0,230,8606,ABC,Scotland
Alton,"108,072","183,120","95,690","386,882",5544,AON,South East
Altrincham,"69,924","100,594","51,618","222,136",2806,ALT,North West
Alvechurch,"40,852","25,754","24,518","91,124",1198,ALV,West Midlands
Ambergate,"12,524","14,230","1,098","27,852",1678,AMB,East Midlands
Amberley,"12,714","26,614","4,990","44,318",5250,AMY,South East
Amersham,"446,908","633,760","59,672","1,140,340",506,AMR,South East
Ammanford,"4,854","2,494",0,"7,348",4236,AMF,Wales
Ancaster,"4,268",664,"1,228","6,160",6358,ANC,East Midlands
Anderston,"65,164","99,358","53,124","217,646",9965,AND,Scotland
Andover,"133,754","432,502","143,056","709,312",5510,ADV,South East
Anerley,"247,176","396,464","84,090","727,730",5397,ANZ,London
Angmering,"141,058","349,352","186,800","677,210",5267,ANG,South East
Annan,"7,220","73,362","1,252","81,834",9451,ANN,Scotland
Anniesland,"150,546","342,144","72,118","564,808",9972,ANL,Scotland
Appleby,"7,060","38,684","1,732","47,476",2052,APP,North West
Appleford,"2,084","2,420",832,"5,336",3109,APF,South East
Appley Bridge,"31,616","76,964","19,082","127,662",2396,APB,North West
Apsley,"112,232","156,748","57,914","326,894",1430,APS,East of England
Arbroath,"77,582","140,030","11,752","229,364",9079,ARB,Scotland
Ardgay,"3,262",558,148,"3,968",8613,ARD,Scotland
Ardlui,"2,130",924,0,"3,054",9962,AUI,Scotland
Ardrossan Harbour,"32,568","25,984",42,"58,594",9453,ADS,Scotland
Ardrossan South Beach,"29,940","78,232","10,496","118,668",9569,ASB,Scotland
Ardrossan Town,"3,008","6,870","1,050","10,928",9455,ADN,Scotland
Ardwick,316,76,12,404,2960,ADK,North West
Argyle Street,"149,266","544,218","79,670","773,154",9961,AGS,Scotland
Arisaig,"2,004","1,798",0,"3,802",8821,ARG,Scotland
Arlesey,"131,304","203,482","72,236","407,022",6171,ARL,East of England
Armathwaite,"1,174","5,686",128,"6,988",2054,AWT,North West
Arnside,"13,532","82,700","3,802","100,034",1963,ARN,North West
Arram,276,418,44,738,8045,ARR,Yorkshire and The Humber
Arundel,"35,116","119,354","54,210","208,680",5251,ARU,South East
Ascott-Under-Wychwood,944,86,132,"1,162",3003,AUW,South East
Ash,"45,886","84,446","29,700","160,032",5641,ASH,South East
Ash Vale,"77,132","104,382","45,502","227,016",5547,AHV,South East
Ashburys,"33,636","20,688","11,178","65,502",2941,ABY,North West
Ashfield,"11,068","31,382","2,780","45,230",9953,ASF,Scotland
Ashford International,"515,534","1,334,850","806,538","2,656,922",5004,AFK,South East
Ashley,"2,380","2,420","1,866","6,666",2850,ASY,North West
Ashtead,"237,760","283,612","175,450","696,822",5347,AHD,South East
Ashton-Under-Lyne,"60,886","76,958","30,180","168,024",2790,AHN,North West
Ashurst New Forest,"15,496","45,616","13,454","74,566",5906,ANF,South East
Askam,"15,000","29,798","6,818","51,616",1953,ASK,North West
Aslockton,"6,838","6,618","2,458","15,914",6233,ALK,East Midlands
Aspatria,"8,508","15,804","1,650","25,962",2095,ASP,North West
Aspley Guise,832,"1,136","2,178","4,146",1380,APG,East of England
Aston,"147,282","162,870","77,854","388,006",1004,AST,West Midlands
Atherstone,"39,938","50,148","5,032","95,118",1074,ATH,West Midlands
Atherton,"65,082","76,160","38,618","179,860",2584,ATN,North West
Attadale,588,176,0,764,8608,ATT,Scotland
Attenborough,"34,344","8,924","3,666","46,934",1624,ATB,East Midlands
Attleborough,"49,298","60,276","22,344","131,918",7367,ATL,East of England
Auchinleck,"12,966","21,458",900,"35,324",9457,AUK,Scotland
Audley End,"111,674","246,454","144,516","502,644",7017,AUD,East of England
Aughton Park,"24,488","60,412","27,292","112,192",2215,AUG,North West
Aviemore,"34,142","55,832","2,266","92,240",8610,AVM,Scotland
Avoncliff,"8,956","8,436","1,420","18,812",3265,AVF,South West
Avonmouth,"65,754","6,434","16,144","88,332",3200,AVN,South West
Axminster,"22,558","207,728","73,556","303,842",5714,AXM,South West
Aylesbury,"253,394","291,268","198,280","742,942",1492,AYS,South East
Aylesbury Vale Parkway,"29,558","33,766","23,572","86,896",1090,AVP,South East
Aylesford,"42,444","32,592","42,780","117,816",5162,AYL,South East
Aylesham,"28,540","36,528","31,924","96,992",5197,AYH,South East
Ayr,"224,376","445,952","55,634","725,962",9463,AYR,Scotland
Bache,"92,390","200,066","15,414","307,870",2187,BAC,North West
Baglan,"12,620","1,952","3,208","17,780",4186,BAJ,Wales
Bagshot,"33,890","38,626","12,928","85,444",5681,BAG,South East
Baildon,"66,952","52,802","87,020","206,774",8552,BLD,Yorkshire and The Humber
Baillieston,"29,074","48,520","15,466","93,060",9763,BIO,Scotland
Balcombe,"35,666","64,456","23,382","123,504",5492,BAB,South East
Baldock,"122,878","205,092","59,200","387,170",6084,BDK,East of England
Balham,"1,099,482","1,650,784","938,492","3,688,758",5399,BAL,London
Balloch,"72,590","178,870","27,440","278,900",9862,BHC,Scotland
Balmossie,690,128,354,"1,172",9013,BSI,Scotland
Bamber Bridge,"19,124","38,072","10,782","67,978",2561,BMB,North West
Bamford,"14,070","31,394",56,"45,520",2820,BAM,East Midlands
Banavie,"1,874","2,354",0,"4,228",8839,BNV,Scotland
Banbury,"502,488","1,206,318","176,642","1,885,448",4502,BAN,South East
Bangor (Gwynedd),"145,268","284,924","14,598","444,790",2471,BNG,Wales
Bank Hall,"33,456","73,272","78,112","184,840",2238,BAH,North West
Banstead,"36,708","44,920","12,948","94,576",5348,BAD,South East
Barassie,"23,616","46,252","9,666","79,534",9466,BSS,Scotland
Bardon Mill,"1,800","5,690",0,"7,490",7563,BLL,North East
Bare Lane,"14,882","31,032","45,726","91,640",2690,BAR,North West
Bargeddie,"17,872","32,288","6,802","56,962",9764,BGI,Scotland
Bargoed,"75,272","3,794","20,474","99,540",4011,BGD,Wales
Barking,"3,444,858","5,430,746","2,356,246","11,231,850",7492,BKG,London
Barming,"42,040","92,864","25,228","160,132",5133,BMG,South East
Barmouth,"68,842","23,216","32,838","124,896",4445,BRM,Wales
Barnehurst,"277,812","365,168","164,222","807,202",5089,BNH,London
Barnes,"547,504","773,524","405,718","1,726,746",5551,BNS,London
Barnes Bridge,"203,148","280,164","120,308","603,620",5580,BNI,London
Barnetby,"6,314","32,520","3,448","42,282",6406,BTB,Yorkshire and The Humber
Barnham,"165,916","289,608","390,854","846,378",5252,BAA,South East
Barnhill,"13,436","23,556","5,568","42,560",9973,BNL,Scotland
Barnsley,"398,256","450,026","184,772","1,033,054",6774,BNY,Yorkshire and The Humber
Barnstaple,"57,824","258,966","106,386","423,176",5725,BNP,South West
Barnt Green,"69,396","52,870","71,014","193,280",1096,BTG,West Midlands
Barrhead,"100,654","172,166","76,512","349,332",9674,BRR,Scotland
Barrhill,"1,336","1,946",148,"3,430",9467,BRL,Scotland
Barrow Haven,368,422,0,790,6212,BAV,Yorkshire and The Humber
Barrow-In-Furness,"112,898","359,214","50,070","522,182",1954,BIF,North West
Barrow-Upon-Soar,"25,204","21,570","11,914","58,688",1903,BWS,East Midlands
Barry,"255,722","17,512","75,912","349,146",3805,BRY,Wales
Barry Docks,"124,228","5,392","39,882","169,502",3806,BYD,Wales
Barry Island,"215,790","19,086","68,808","303,684",3807,BYI,Wales
Barry Links,178,66,0,244,9020,BYL,Scotland
Barton-On-Humber,"7,956","12,060",322,"20,338",6207,BAU,Yorkshire and The Humber
Basildon,"813,504","640,338","569,682","2,023,524",7494,BSO,East of England
Basingstoke,"802,502","2,319,376","540,330","3,662,208",5520,BSK,South East
Bath Spa,"708,934","3,135,652","241,118","4,085,704",3271,BTH,South West
Bathgate,"196,906","329,112","74,456","600,474",9311,BHG,Scotland
Batley,"103,528","90,576","46,778","240,882",8484,BTL,Yorkshire and The Humber
Battersby,360,"1,632",744,"2,736",7909,BTT,Yorkshire and The Humber
Battersea Park,"346,500","514,462","355,938","1,216,900",5420,BAK,London
Battle,"63,730","190,916","86,140","340,786",5215,BAT,South East
Battlesbridge,"5,874","6,626","6,212","18,712",6870,BLB,East of England
Bayford,"12,536","19,412","2,590","34,538",6006,BAY,East of England
Beaconsfield,"279,038","312,154","135,890","727,082",3047,BCF,South East
Bearley,752,642,0,"1,394",2420,BER,West Midlands
Bearsden,"68,768","128,634","24,758","222,160",9966,BRN,Scotland
Bearsted,"43,794","85,950","73,010","202,754",5091,BSD,South East
Beasdale,92,70,0,162,8822,BSL,Scotland
Beaulieu Road,"2,284","8,112","1,436","11,832",5890,BEU,South East
Beauly,"23,000","4,800","2,378","30,178",8877,BEL,Scotland
Bebington,"288,102","292,170","98,082","678,354",2188,BEB,North West
Beccles,"29,996","63,008","4,834","97,838",7258,BCC,East of England
Beckenham Hill,"85,586","133,852","45,692","265,130",5076,BEC,London
Beckenham Junction,"405,798","648,596","219,448","1,273,842",5046,BKJ,London
Bedhampton,"29,190","41,250","16,444","86,884",5538,BDH,South East
Bedminster,"21,902","37,080","4,082","63,064",3245,BMT,South West
Bedworth,"23,256","10,212","4,946","38,414",1165,BEH,West Midlands
Bedwyn,"6,266","56,624","11,290","74,180",3070,BDW,South West
Beeston,"173,154","130,608","23,846","327,608",1625,BEE,East Midlands
Bekesbourne,"9,840","8,704","1,040","19,584",5198,BKS,South East
Belle Vue,"4,030","3,688",926,"8,644",2785,BLV,North West
Bellgrove,"128,860","251,332","41,600","421,792",9895,BLG,Scotland
Bellingham,"139,738","178,658","143,632","462,028",5062,BGM,London
Bellshill,"107,274","188,680","84,622","380,576",9714,BLH,Scotland
Belmont,"37,254","38,086","32,956","108,296",5350,BLM,London
Belper,"46,574","90,014","9,226","145,814",1679,BLP,East Midlands
Beltring,"3,220","3,242","4,098","10,560",5227,BEG,South East
Belvedere,"243,014","348,256","171,376","762,646",5092,BVD,London
Bempton,"2,264","14,980",832,"18,076",8047,BEM,Yorkshire and The Humber
Ben Rhydding,"68,078","47,140","30,168","145,386",8564,BEY,Yorkshire and The Humber
Benfleet,"784,082","625,404","650,288","2,059,774",7439,BEF,East of England
Bentham,"5,142","19,508",894,"25,544",2676,BEN,Yorkshire and The Humber
Bere Alston,"3,932","17,474","6,182","27,588",3549,BAS,South West
Bere Ferrers,"1,022","7,046","2,718","10,786",3550,BFE,South West
Berkhamsted,"267,840","425,332","90,862","784,034",1390,BKM,East of England
Berkswell,"43,190","71,346","47,812","162,348",1045,BKW,West Midlands
Berney Arms,412,448,8,868,7330,BYA,East of England
Berry Brow,"7,216","7,462","7,150","21,828",8431,BBW,Yorkshire and The Humber
Berrylands,"80,964","124,434","28,082","233,480",5581,BRS,London
Berwick (Sussex),"13,248","36,102","17,974","67,324",5323,BRK,South East
Berwick-Upon-Tweed,0,"578,588","11,278","589,866",7791,BWK,North East
Bescar Lane,908,"1,166",442,"2,516",2351,BES,North West
Bescot Stadium,"26,262","45,798","18,554","90,614",1003,BSC,West Midlands
Betchworth,"5,094","4,774","2,284","12,152",5472,BTO,South East
Bethnal Green,"363,032","613,186","174,256","1,150,474",6961,BET,London
Betws-y-Coed,"13,924","10,680",112,"24,716",2449,BYC,Wales
Beverley,"82,708","349,516","85,804","518,028",8048,BEV,Yorkshire and The Humber
Bexhill,"237,502","492,592","567,422","1,297,516",5211,BEX,South East
Bexley,"291,718","375,500","100,592","767,810",5093,BXY,London
Bexleyheath,"534,948","672,866","239,262","1,447,076",5094,BXH,London
Bicester North,"140,758","290,500","81,222","512,480",3048,BCS,South East
Bickley,"177,786","228,796","71,872","478,454",5063,BKL,London
Bidston,"84,132","98,538","54,324","236,994",2136,BID,North West
Biggleswade,"186,592","300,802","104,860","592,254",6170,BIW,East of England
Bilbrook,"43,242","20,822","15,738","79,802",4618,BBK,West Midlands
Billericay,"545,702","467,808","432,694","1,446,204",6871,BIC,East of England
Billingham,"22,666","44,194","8,202","75,062",7910,BIL,North East
Billingshurst,"68,544","146,790","94,894","310,228",5464,BIG,South East
Bingham,"17,560","29,254","8,960","55,774",6235,BIN,East Midlands
Bingley,"247,622","387,980","171,220","806,822",8553,BIY,Yorkshire and The Humber
Birchgrove,"12,472",554,"4,046","17,072",3907,BCG,Wales
Birchington-On-Sea,"30,462","75,646","176,728","282,836",5163,BCH,South East
Birchwood,"145,344","137,296","47,550","330,190",2304,BWD,North West
Birkbeck,"22,602","23,174","9,328","55,104",5401,BIK,London
Birkdale,"120,212","588,894","142,604","851,710",2352,BDL,North West
Birkenhead Central,"220,030","260,662","114,808","595,500",2217,BKC,North West
Birkenhead Hamilton Square,"576,890","422,026","224,290","1,223,206",2219,BKQ,North West
Birkenhead North,"381,270","192,880","107,058","681,208",2145,BKN,North West
Birkenhead Park,"233,436","198,168","104,338","535,942",2220,BKP,North West
Birmingham International,"696,238","1,475,258","239,812","2,411,308",1215,BHI,West Midlands
Birmingham Moor Street,"1,193,004","2,187,472","1,003,130","4,383,606",4515,BMO,West Midlands
Birmingham New Street,"5,928,228","12,691,080","4,063,218","22,682,526",1127,BHM,West Midlands
Birmingham Snow Hill,"563,980","1,009,454","738,060","2,311,494",1006,BSW,West Midlands
Bishop Auckland,"30,576","98,132","17,458","146,166",7835,BIA,North East
Bishopbriggs,"102,348","284,234","34,902","421,484",9940,BBG,Scotland
Bishops Stortford,"572,674","858,940","571,924","2,003,538",6800,BIS,East of England
Bitterne,"18,464","28,672","8,252","55,388",5945,BTE,South East
Blackburn,"220,954","716,600","127,808","1,065,362",2737,BBN,North West
Blackheath,"547,234","1,000,510","285,186","1,832,930",5095,BKH,London
Blackhorse Road,"510,358","858,824","383,938","1,753,120",7400,BHO,London
Blackpool North,"194,416","1,541,182","46,106","1,781,704",2739,BPN,North West
Blackpool Pleasure Beach,"16,516","119,498","1,120","137,134",2738,BPB,North West
Blackpool South,"14,882","78,480","4,622","97,984",2740,BPS,North West
Blackrod,"27,572","33,388","71,084","132,044",2732,BLK,North West
Blackwater,"68,702","162,438","32,414","263,554",5625,BAW,South East
Blaenau Ffestiniog,"9,100","8,858",0,"17,958",2450,BFF,Wales
Blair Atholl,"3,624","8,246",0,"11,870",8750,BLA,Scotland
Blairhill,"57,180","109,530","36,416","203,126",9760,BAI,Scotland
Blake Street,"57,304","73,104","68,504","198,912",1176,BKT,West Midlands
Blakedown,"12,530","7,964","40,316","60,810",4574,BKD,West Midlands
Blantyre,"69,084","132,338","32,900","234,322",9716,BLT,Scotland
Blaydon,"7,050","13,246","8,528","28,824",7503,BLO,North East
Bleasby,"3,222",474,46,"3,742",6204,BSB,East Midlands
Bletchley,"98,874","320,706","161,568","581,148",1360,BLY,South East
Bloxwich,"27,484","32,086",754,"60,324",1141,BLX,West Midlands
Bloxwich North,"26,128","32,974",424,"59,526",1018,BWN,West Midlands
Blythe Bridge,"40,660","21,782","8,148","70,590",1282,BYB,West Midlands
Bodmin Parkway,"7,134","206,244","16,992","230,370",3501,BOD,South West
Bodorgan,"2,468","1,834",0,"4,302",2435,BOR,Wales
Bognor Regis,"175,852","485,138","245,790","906,780",5253,BOG,South East
Bogston,"5,514","8,020","2,764","16,298",9668,BGS,Scotland
Bolton,"565,094","1,359,734","419,288","2,344,116",2599,BON,North West
Bookham,"52,902","61,622","19,136","133,660",5626,BKA,South East
Bootle (Cumbria),"4,068","6,986","1,100","12,154",1993,BOC,North West
Bootle New Strand,"196,416","454,814","138,488","789,718",2195,BNW,North West
Bootle Oriel Road,"109,998","252,156","141,612","503,766",2239,BOT,North West
Borth,"24,740","8,024",0,"32,764",4304,BRH,Wales
Bosham,"15,106","23,664","9,476","48,246",5254,BOH,South East
Boston,"60,970","101,090","8,916","170,976",6216,BSN,East Midlands
Botley,"27,340","54,980","22,060","104,380",5894,BOE,South East
Bottesford,"18,134","13,740","3,878","35,752",6237,BTF,East Midlands
Bourne End,"48,036","65,420","53,456","166,912",3018,BNE,South East
Bournemouth,"360,484","1,556,186","93,500","2,010,170",5876,BMH,South West
Bournville,"156,364","247,022","107,320","510,706",1112,BRV,West Midlands
Bow Brickhill,"4,298","3,496","9,252","17,046",1381,BWB,South East
Bowes Park,"115,264","123,720","67,570","306,554",6027,BOP,London
Bowling,"4,910","9,076","4,288","18,274",9968,BWG,Scotland
Bracknell,"392,760","594,898","203,198","1,190,856",5693,BCE,South East
Bradford Forster Square,"449,148","514,706","337,412","1,301,266",8346,BDQ,Yorkshire and The Humber
Bradford Interchange,"471,630","971,982","318,776","1,762,388",8345,BDI,Yorkshire and The Humber
Bradford-On-Avon,"145,776","180,924","24,858","351,558",3341,BOA,South West
Brading,"2,712","5,302","2,396","10,410",5530,BDN,South East
Braintree,"102,480","172,966","185,032","460,478",6801,BTR,East of England
Braintree Freeport,"27,448","46,228","17,370","91,046",2053,BTP,East of England
Bramhall,"54,644","60,208","23,354","138,206",2944,BML,North West
Bramley (Hampshire),"38,878","107,884","35,840","182,602",5500,BMY,South East
Bramley (West Yorkshire),"93,642","62,534","39,372","195,548",8496,BLE,Yorkshire and The Humber
Brampton (Cumbria),"4,372","7,168",416,"11,956",7565,BMP,North West
Brampton (Suffolk),"2,446","4,426",802,"7,674",7259,BRP,East of England
Branchton,"22,732","33,184","13,046","68,962",9938,BCN,Scotland
Brandon,"43,226","40,838","9,618","93,682",7200,BND,East of England
Branksome,"42,526","96,948","10,454","149,928",5875,BSM,South West
Braystones,232,"1,244",0,"1,476",2045,BYS,North West
Bredbury,"57,248","54,658","29,430","141,336",2779,BDY,North West
Breich,"1,556","1,550",532,"3,638",9251,BRC,Scotland
Brentford,"276,136","320,098","209,778","806,012",5552,BFD,London
Brentwood,"707,336","858,796","294,690","1,860,822",6872,BRE,East of England
Bricket Wood,"5,470","3,994","3,596","13,060",1560,BWO,East of England
Bridge Of Allan,"70,912","55,818","9,602","136,332",9889,BEA,Scotland
Bridge Of Orchy,"2,584","1,542",0,"4,126",8823,BRO,Scotland
Bridgend,"507,378","304,622","125,180","937,180",3809,BGN,Wales
Bridgeton,"122,396","288,512","65,392","476,300",9789,BDG,Scotland
Bridgwater,"102,614","229,746","19,260","351,620",3449,BWT,South West
Bridlington,"74,948","331,734","35,876","442,558",8049,BDT,Yorkshire and The Humber
Brierfield,"8,534","13,336","5,438","27,308",2554,BRF,North West
Brigg,120,512,0,632,6464,BGG,Yorkshire and The Humber
Brighouse,"110,338","144,804","32,222","287,364",8514,BGH,Yorkshire and The Humber
Brighton,"1,959,182","7,894,642","1,374,388","11,228,212",5268,BTN,South East
Brimsdown,"275,026","403,236","143,672","821,934",6810,BMD,London
Brinnington,"30,482","32,298","15,696","78,476",2603,BNT,North West
Bristol Parkway,"226,974","1,135,724","51,422","1,414,120",3230,BPW,South West
Bristol Temple Meads,"1,361,470","4,898,884","367,596","6,627,950",3231,BRI,South West
Brithdir,"6,208",250,"2,682","9,140",4012,BHD,Wales
Briton Ferry,"15,772","2,206","2,984","20,962",4187,BNF,Wales
Brixton,"200,704","304,698","140,316","645,718",5081,BRX,London
Broad Green,"129,312","107,922","67,364","304,598",2240,BGE,North West
Broadbottom,"35,386","41,482","22,218","99,086",2892,BDB,North West
Broadstairs,"81,604","335,824","77,120","494,548",5006,BSR,South East
Brockenhurst,"197,882","439,282","96,418","733,582",5886,BCU,South East
Brockholes,"13,558","14,820","2,928","31,306",8429,BHS,Yorkshire and The Humber
Brockley,"812,338","1,536,472","313,432","2,662,242",5404,BCY,London
Bromborough,"170,418","173,606","96,888","440,912",2190,BOM,North West
Bromborough Rake,"83,254","96,050","51,762","231,066",2191,BMR,North West
Bromley North,"54,090","64,736","31,024","149,850",5096,BMN,London
Bromley South,"1,340,534","2,431,188","827,624","4,599,346",5064,BMS,London
Bromsgrove,"189,144","147,628","78,496","415,268",4715,BMV,West Midlands
Brondesbury,"526,516","985,042","465,136","1,976,694",1437,BSY,London
Brondesbury Park,"262,868","386,782","117,558","767,208",1438,BSP,London
Brookwood,"243,388","199,042","109,516","551,946",5687,BKO,South East
Broome,368,84,0,452,4175,BME,West Midlands
Broomfleet,106,172,308,586,8050,BMF,Yorkshire and The Humber
Brora,"3,964",758,0,"4,722",8618,BRA,Scotland
Brough,"38,888","296,134","26,224","361,246",8051,BUH,Yorkshire and The Humber
Broughty Ferry,"46,002","27,452","2,728","76,182",9023,BYF,Scotland
Broxbourne,"393,882","605,516","141,134","1,140,532",6812,BXB,East of England
Bruce Grove,"236,618","444,816","150,264","831,698",6958,BCV,London
Brundall,"32,002","41,844","9,160","83,006",7289,BDA,East of England
Brundall Gardens,"5,390","5,326",642,"11,358",7006,BGA,East of England
Brunstane,"41,440","33,694","3,662","78,796",8807,BSU,Scotland
Brunswick,"245,594","263,548","187,646","696,788",3623,BRW,North West
Bruton,"14,018","24,854","1,816","40,688",5702,BRU,South West
Bryn,"32,612","45,754","7,230","85,596",2222,BYN,North West
Buckenham,50,250,0,300,7290,BUC,East of England
Buckley,"20,070","1,298",970,"22,338",2422,BCK,Wales
Bucknell,"1,176",388,568,"2,132",4182,BUK,West Midlands
Bugle,660,"4,938",792,"6,390",3502,BGL,South West
Builth Road,"1,176","1,140",20,"2,336",4317,BHR,Wales
Bulwell,"25,462","11,796","6,246","43,504",1865,BLW,East Midlands
Bures,"13,186","15,060","7,466","35,712",7085,BUE,East of England
Burgess Hill,"230,172","608,030","358,740","1,196,942",5483,BUG,South East
Burley Park,"266,192","201,806","44,698","512,696",8500,BUY,Yorkshire and The Humber
Burley-In-Wharfedale,"135,664","101,670","139,104","376,438",8565,BUW,Yorkshire and The Humber
Burnage,"59,682","56,550","19,174","135,406",2945,BNA,North West
Burnham-On-Crouch,"47,096","60,508","45,340","152,944",6873,BUU,East of England
Burnley Barracks,"10,388","13,918","2,622","26,928",2743,BUB,North West
Burnley Central,"30,590","49,252","19,816","99,658",2550,BNC,North West
Burnley Manchester Road,"120,998","265,998","34,612","421,608",2549,BYM,North West
Burntisland,"37,214","82,796","12,788","132,798",9107,BTS,Scotland
Burscough Bridge,"49,190","69,094","22,580","140,864",2279,BCB,North West
Burscough Junction,"17,872","19,206","3,506","40,584",2280,BCJ,North West
Bursledon,"14,084","26,996","6,742","47,822",5927,BUO,South East
Burton Joyce,"3,276","2,462",408,"6,146",6200,BUJ,East Midlands
Burton-On-Trent,"173,534","371,466","28,162","573,162",1658,BUT,West Midlands
Busby,"23,566","48,626","10,776","82,968",9791,BUS,Scotland
Bush Hill Park,"265,944","376,104","50,090","692,138",6913,BHK,London
Bushey,"295,318","470,376","59,888","825,582",1395,BSH,East of England
Butlers Lane,"29,386","47,396","38,928","115,710",1179,BUL,West Midlands
Buxted,"20,104","31,996","16,878","68,978",5324,BXD,South East
Buxton,"53,160","178,154","40,912","272,226",2946,BUX,East Midlands
Bynea,484,336,0,820,4124,BYE,Wales
Cadoxton,"155,246","6,312","43,372","204,930",3811,CAD,Wales
Caergwrle,"6,740",484,582,"7,806",2536,CGW,Wales
Caerphilly,"284,144","17,880","70,888","372,912",3812,CPH,Wales
Caersws,"14,162","13,402","3,834","31,398",4412,CWS,Wales
Caldicot,"42,444","5,642","8,752","56,838",3680,CDT,Wales
Calstock,"1,740","22,170","3,656","27,566",3562,CSK,South West
Camberley,"78,770","134,740","23,822","237,332",5682,CAM,South East
Camborne,"31,640","192,580","56,198","280,418",3504,CBN,South West
Cambridge,"1,583,962","4,267,882","1,100,936","6,952,780",7022,CBG,East of England
Cambridge Heath,"171,722","322,766","107,094","601,582",6962,CBH,London
Cambuslang,"129,722","247,570","65,762","443,054",9768,CBL,Scotland
Camden Road,"917,376","1,662,834","491,132","3,071,342",1440,CMD,London
Camelon,"41,200","40,884","12,706","94,790",9878,CMO,Scotland
Canley,"74,398","128,694","54,742","257,834",1129,CNL,West Midlands
Cannock,"73,640","112,480","11,840","197,960",1016,CAO,West Midlands
Canonbury,"618,010","1,132,904","199,296","1,950,210",1441,CNN,London
Canterbury East,"174,066","472,228","124,508","770,802",5164,CBE,South East
Canterbury West,"405,062","1,098,902","289,736","1,793,700",5007,CBW,South East
Cantley,"4,976","6,730","3,070","14,776",7292,CNY,East of England
Capenhurst,"58,786","63,732","18,494","141,012",2186,CPU,North West
Carbis Bay,0,"230,224",32,"230,256",3542,CBB,South West
Cardenden,"10,196","14,574",348,"25,118",9112,CDD,Scotland
Cardiff Bay,"209,166","23,758","82,008","314,932",3815,CDB,Wales
Cardiff Central,"3,785,042","2,880,758","797,578","7,463,378",3899,CDF,Wales
Cardiff Queen Street,"1,093,170","63,672","209,266","1,366,108",3900,CDQ,Wales
Cardonald,"51,898","88,356","26,826","167,080",9624,CDO,Scotland
Cardross,"15,522","30,880","64,410","110,812",9969,CDR,Scotland
