Station name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,2021 Entries and exits,NLC,TLC,Region
Wandsworth Road,"87,838","115,188","60,914","263,940",5372,WWR,London
Wandsworth Town,"305,842","422,988","222,306","951,136",5576,WNT,London
Wanstead Park,"150,052","220,442","146,822","517,316",7408,WNP,London
Warblington,"3,738","3,152","1,646","8,536",5264,WBL,South East
Wargrave,"6,678","4,710","4,812","16,200",3158,WGV,South East
Warminster,"28,642","56,264","18,164","103,070",5505,WMN,South West
Warnham,"1,298","1,098",316,"2,712",5316,WNH,South East
Warrington Bank Quay,"113,210","163,584","34,930","311,724",2384,WBQ,North West
Warrington Central,"110,872","160,204","34,208","305,284",2390,WAC,North West
Warwick,"52,660","59,150","36,280","148,090",4600,WRW,West Midlands
Warwick Parkway,"12,048","34,986","5,238","52,272",8530,WRP,West Midlands
Water Orton,"7,090",922,"1,458","9,470",1121,WTO,West Midlands
Waterbeach,"29,246","46,946","23,984","100,176",7079,WBC,East of England
Wateringbury,"4,554","5,310","5,980","15,844",5241,WTR,South East
Waterloo (Merseyside),"133,878","320,450","98,684","553,012",2133,WLO,North West
Watford High Street,"94,002","402,222","19,802","516,026",1455,WFH,East of England
Watford Junction,"403,756","989,876","286,660","1,680,292",1402,WFJ,East of England
Watford North,"3,688","2,704","7,882","14,274",1403,WFN,East of England
Watlington,"8,998","23,978","6,102","39,078",7057,WTG,East of England
Watton-At-Stone,"12,936","17,046","12,888","42,870",6095,WAS,East of England
Waun-gron Park,"6,102",144,"1,650","7,896",3796,WNG,Wales
Wavertree Technology Park,"37,594","30,648","23,760","92,002",8589,WAV,North West
Weeley,"3,178","3,568","4,760","11,506",6859,WEE,East of England
Weeton,"4,552","6,850","3,640","15,042",8509,WET,Yorkshire and The Humber
Welham Green,"28,328","27,296","9,444","65,068",6073,WMG,East of England
Welling,"217,802","267,458","152,950","638,210",5128,WLI,London
Wellingborough,"24,374","69,458","91,822","185,654",1940,WEL,East Midlands
Welshpool,"21,126","6,092","6,564","33,782",4434,WLP,Wales
Welwyn Garden City,"194,262","262,496","130,550","587,308",6183,WGC,East of England
Welwyn North,"30,560","40,714","18,140","89,414",6096,WLW,East of England
Wem,"12,080","7,420","4,742","24,242",1347,WEM,West Midlands
Wembley Central,"303,558","789,632","251,408","1,344,598",1423,WMB,London
Wembley Stadium,"28,584","33,856","9,596","72,036",1509,WCX,London
Wemyss Bay,"13,774","19,492","1,472","34,738",9673,WMS,Scotland
Wendover,"32,054","25,890","39,648","97,592",1466,WND,South East
Wennington,28,402,0,430,2681,WNN,North West
West Allerton,"4,876","4,082","2,846","11,804",2266,WSA,North West
West Brompton,"455,288","639,786","316,084","1,411,158",8875,WBP,London
West Byfleet,"85,838","81,248","79,178","246,264",5684,WBY,South East
West Calder,"7,098","9,190","3,428","19,716",9250,WCL,Scotland
West Croydon,"493,828","870,928","373,586","1,738,342",5411,WCY,London
West Drayton,"225,504","375,402","111,376","712,282",3174,WDT,London
West Dulwich,"82,910","118,706","47,080","248,696",5086,WDU,London
West Ealing,"113,650","163,870","62,734","340,254",3188,WEA,London
West Ham,"1,285,782","1,933,154","792,944","4,011,880",7474,WEH,London
West Hampstead,"430,550","751,922","371,470","1,553,942",1421,WHD,London
West Hampstead Thameslink,"309,568","533,650","247,406","1,090,624",1525,WHP,London
West Horndon,"58,672","19,748","33,418","111,838",7466,WHR,East of England
West Kilbride,"3,364","9,352","1,942","14,658",9564,WKB,Scotland
West Kirby,"79,906","244,872","35,090","359,868",2201,WKI,North West
West Malling,"30,830","53,240","59,324","143,394",5129,WMA,South East
West Norwood,"144,546","245,786","126,674","517,006",5438,WNW,London
West Ruislip,"22,564","16,664","4,214","43,442",3059,WRU,London
West Runton,"5,498","3,286",360,"9,144",7329,WRN,East of England
West St Leonards,"8,204","14,902","11,430","34,536",5242,WLD,South East
West Sutton,"30,666","38,030","17,452","86,148",5293,WSU,London
West Wickham,"57,210","80,552","20,454","158,216",5054,WWI,London
West Worthing,"36,048","91,530","46,362","173,940",5278,WWO,South East
Westbury,"45,288","94,384","12,544","152,216",5712,WSB,South West
Westcliff,"170,290","123,642","113,680","407,612",7476,WCF,East of England
Westcombe Park,"77,586","111,636","42,004","231,226",5151,WCB,London
Westenhanger,"3,940","4,930","10,032","18,902",5030,WHA,South East
Wester Hailes,"7,618","2,754","1,046","11,418",9231,WTA,Scotland
Westerfield,"6,164","3,514",510,"10,188",7226,WFI,East of England
Westerton,"25,752","53,710","23,396","102,858",9998,WES,Scotland
Westgate-On-Sea,"9,686","13,342","16,680","39,708",5195,WGA,South East
Westhoughton,"20,286","19,414","16,174","55,874",2619,WHG,North West
Weston Milton,"12,612","10,948","2,794","26,354",3388,WNM,South West
Weston-Super-Mare,"75,966","190,288","40,430","306,684",3391,WSM,South West
Wetheral,"1,940","6,574",364,"8,878",7572,WRL,North West
Weybridge,"184,684","134,766","100,902","420,352",5577,WYB,South East
Weymouth,"31,972","145,414","8,954","186,340",5965,WEY,South West
Whaley Bridge,"8,102","14,342","7,366","29,810",2772,WBR,East Midlands
Whatstandwell,"2,508","3,832",10,"6,350",1585,WTS,East Midlands
Whifflet,"8,206","19,304","4,006","31,516",9753,WFF,Scotland
Whimple,"2,712","6,600","3,824","13,136",5759,WHM,South West
Whinhill,"1,232","2,660",706,"4,598",9665,WNL,Scotland
Whiston,"20,890","29,532","13,424","63,846",2161,WHN,North West
Whitby,"4,124","15,106","30,598","49,828",8184,WTB,Yorkshire and The Humber
Whitchurch (Hampshire),"11,212","17,470","19,604","48,286",5527,WCH,South East
White Hart Lane,"192,054","294,682","110,728","597,464",6956,WHL,London
White Notley,"1,050",746,"1,360","3,156",6846,WNY,East of England
Whitecraigs,"9,650","21,408","1,918","32,976",9777,WCR,Scotland
Whitehaven,"17,044","43,076","7,258","67,378",2048,WTH,North West
Whitland,"6,300","1,184",392,"7,876",4111,WTL,Wales
Whitley Bridge,56,6,0,62,8130,WBD,Yorkshire and The Humber
Whitstable,"35,596","139,098","76,730","251,424",5196,WHI,South East
Whittlesea,"3,998","1,656","2,372","8,026",7187,WLE,East of England
Whyteleafe,"24,932","38,964","16,522","80,418",5396,WHY,South East
Whyteleafe South,"12,762","15,696","7,160","35,618",5439,WHS,South East
Wick,"2,100","1,282",60,"3,442",8680,WCK,Scotland
Wickford,"149,042","103,416","216,006","468,464",6891,WIC,East of England
Wickham Market,"3,078","7,376","1,116","11,570",7227,WCM,East of England
Widdrington,408,36,252,696,7695,WDD,North East
Widnes,"43,032","55,954","8,430","107,416",2391,WID,North West
Widney Manor,"12,498","22,376","36,554","71,428",4528,WMR,West Midlands
Wigan North Western,"97,884","216,152","72,386","386,422",2363,WGN,North West
Wigan Wallgate,"90,214","199,212","66,714","356,140",2406,WGW,North West
Wigton,"6,544","14,474","3,644","24,662",2098,WGT,North West
Wildmill,"2,434",772,502,"3,708",3965,WMI,Wales
Willesden Junction,"878,120","1,396,098","521,738","2,795,956",1457,WIJ,London
Williamwood,"7,868","14,588","5,072","27,528",9781,WLM,Scotland
Willington,"5,726","3,168",266,"9,160",1905,WIL,East Midlands
Wilmcote,"2,232","2,690",704,"5,626",4568,WMC,West Midlands
Wilmslow,"85,350","119,476","55,432","260,258",2774,WML,North West
Wimbledon,"1,306,392","2,025,694","1,101,320","4,433,406",5578,WIM,London
Wimbledon Chase,"37,960","38,214","26,572","102,746",5612,WBO,London
Winchelsea,366,"2,676",406,"3,448",5042,WSE,South East
Winchester,"283,758","418,342","408,532","1,110,632",5924,WIN,South East
Winchfield,"13,958","18,244","21,820","54,022",5528,WNF,South East
Winchmore Hill,"127,096","172,742","56,358","356,196",6024,WIH,London
Windermere,"3,666","88,676","22,212","114,554",1978,WDM,North West
Winnersh,"29,714","33,906","45,596","109,216",5697,WNS,South East
Winnersh Triangle,"16,396","14,980","11,278","42,654",5698,WTI,South East
Winsford,"22,214","31,384","4,184","57,782",2269,WSF,North West
Wishaw,"22,978","36,694","14,364","74,036",9694,WSH,Scotland
Witham,"110,002","123,690","245,406","479,098",6844,WTM,East of England
Witley,"22,378","15,802","18,396","56,576",5640,WTY,South East
Wivelsfield,"37,826","55,370","40,200","133,396",5341,WVF,South East
Wivenhoe,"9,912","36,222","24,652","70,786",6860,WIV,East of England
Woburn Sands,"1,294","1,782","4,458","7,534",1539,WOB,South East
Woking,"600,426","550,600","366,258","1,517,284",5685,WOK,South East
Wokingham,"164,128","194,000","126,188","484,316",5696,WKM,South East
Woldingham,"19,578","17,788","50,488","87,854",5440,WOH,South East
Wolverhampton,"222,750","563,886","207,998","994,634",1218,WVH,West Midlands
Wolverton,"21,142","27,466","34,706","83,314",1364,WOL,South East
Wombwell,"19,912","11,110","12,612","43,634",6688,WOM,Yorkshire and The Humber
Wood End,482,680,"1,154","2,316",4536,WDE,West Midlands
Wood Street,"181,576","305,716","61,360","548,652",6954,WST,London
Woodbridge,"7,800","39,564","3,206","50,570",7228,WDB,East of England
Woodgrange Park,"130,496","198,990","124,014","453,500",7467,WGR,London
Woodhall,"1,154","2,424",850,"4,428",9639,WDL,Scotland
Woodhouse,"2,954","2,418","1,700","7,072",6732,WDH,Yorkshire and The Humber
Woodlesford,"28,458","17,056","9,260","54,774",8578,WDS,Yorkshire and The Humber
Woodley,"3,724","2,468","3,890","10,082",2835,WLY,North West
Woodmansterne,"12,168","19,244","6,292","37,704",5441,WME,London
Woodsmoor,"19,780","15,860","28,580","64,220",2773,WSR,North West
Wool,"14,448","27,198","4,138","45,784",5960,WOO,South West
Woolston,"12,058","11,884","13,186","37,128",5925,WLS,South East
Woolwich Arsenal,"423,670","678,328","428,214","1,530,212",5152,WWA,London
Woolwich Dockyard,"48,238","77,888","49,762","175,888",5153,WWD,London
Wootton Wawen,"1,244","1,674","2,344","5,262",4540,WWW,West Midlands
Worcester Foregate Street,"151,646","149,444","233,814","534,904",4893,WOF,West Midlands
Worcester Park,"134,884","171,806","115,264","421,954",5579,WCP,London
Worcester Shrub Hill,"45,726","45,062","70,500","161,288",4891,WOS,West Midlands
Workington,"17,436","35,712","9,762","62,910",2040,WKG,North West
Worksop,"37,988","62,986","15,298","116,272",6574,WRK,East Midlands
Worle,"32,288","37,600","11,526","81,414",3390,WOR,South West
Worplesdon,"16,918","10,774","9,960","37,652",5686,WPL,South East
Worstead,"2,304","1,994","2,432","6,730",7326,WRT,East of England
Worthing,"155,536","384,970","157,708","698,214",5279,WRH,South East
Wrabness,"1,638","2,182","1,638","5,458",6907,WRB,East of England
Wraysbury,"7,392","8,138","2,730","18,260",5673,WRY,South East
Wrenbury,"1,010",280,82,"1,372",1350,WRE,North West
Wressle,12,72,10,94,8123,WRS,Yorkshire and The Humber
Wrexham Central,"2,480",616,540,"3,636",4486,WXC,Wales
Wrexham General,"76,180","42,640","9,608","128,428",4487,WRX,Wales
Wye,"21,544","23,904","31,834","77,282",5031,WYE,South East
Wylam,"6,026","11,810","4,780","22,616",7514,WYM,North East
Wylde Green,"25,002","36,718","51,494","113,214",1138,WYL,West Midlands
Wymondham,"18,704","27,790","9,930","56,424",7383,WMD,East of England
Wythall,"3,976","6,728","5,738","16,442",4532,WYT,West Midlands
Yalding,"2,690","4,224","5,470","12,384",5232,YAL,South East
Yardley Wood,"23,724","39,302","41,078","104,104",4537,YRD,West Midlands
Yarm,"7,192","16,528","2,582","26,302",7917,YRM,North East
Yate,"23,618","34,940","10,004","68,562",3380,YAE,South West
Yatton,"35,480","46,150","19,812","101,442",3392,YAT,South West
Yeoford,"1,048","5,560","1,276","7,884",5827,YEO,South West
Yeovil Junction,"5,248","26,540","5,184","36,972",5838,YVJ,South West
Yeovil Pen Mill,"10,444","26,288","1,038","37,770",5856,YVP,South West
Yetminster,686,914,0,"1,600",5857,YET,South West
Ynyswen,"1,132",16,558,"1,706",3818,YNW,Wales
Yoker,"7,326","12,558","6,882","26,766",9990,YOK,Scotland
York,"47,564","1,600,722","188,214","1,836,500",8263,YRK,Yorkshire and The Humber
Yorton,"2,278",168,558,"3,004",1351,YRT,West Midlands
Ystrad Mynach,"21,116",830,"13,310","35,256",4026,YSM,Wales
Ystrad Rhondda,"6,668",218,"2,434","9,320",3871,YSR,Wales
